station_nm,dec_lat_va,dec_long_va,month,water_depth_ft
10N.04E.30.144H  SOUTHERN OBSERVATION WELL 1H,35.06635556,-106.5610167,5,480.5145161290323
10N.04E.30.144H  SOUTHERN OBSERVATION WELL 1H,35.06635556,-106.5610167,6,483.55333333333334
10N.04E.30.144H  SOUTHERN OBSERVATION WELL 1H,35.06635556,-106.5610167,7,495.62466666666666
10N.20E.28.2241 SR-1,35.07055556,-104.8141667,1,366.50354838709677
10N.20E.28.2241 SR-1,35.07055556,-104.8141667,2,367.2406896551724
10N.20E.28.2241 SR-1,35.07055556,-104.8141667,3,367.9141935483871
10N.20E.28.2241 SR-1,35.07055556,-104.8141667,4,367.12166666666667
10N.20E.28.2241 SR-1,35.07055556,-104.8141667,5,365.42483870967743
10N.20E.28.2241 SR-1,35.07055556,-104.8141667,6,364.0903333333333
10N.20E.28.2241 SR-1,35.07055556,-104.8141667,7,363.03225806451616
10N.20E.28.2241 SR-1,35.07055556,-104.8141667,8,362.0303225806452
10N.20E.28.2241 SR-1,35.07055556,-104.8141667,9,361.1263333333334
10N.20E.28.2241 SR-1,35.07055556,-104.8141667,10,361.8925806451613
10N.20E.28.2241 SR-1,35.07055556,-104.8141667,11,363.289
10N/37E-23R01,46.32620556,-118.1385583,1,38.13193548387097
10N/37E-23R01,46.32620556,-118.1385583,2,37.87896551724138
10N/37E-23R01,46.32620556,-118.1385583,3,37.72
10N/37E-23R01,46.32620556,-118.1385583,4,37.662
10N/37E-23R01,46.32620556,-118.1385583,5,37.736
10N/37E-23R01,46.32620556,-118.1385583,6,38.17176470588235
10N/37E-23R01,46.32620556,-118.1385583,7,38.46483870967742
10N/37E-23R01,46.32620556,-118.1385583,8,38.71290322580645
10N/37E-23R01,46.32620556,-118.1385583,9,38.93
10N/37E-23R01,46.32620556,-118.1385583,10,39.13580645161291
10N/37E-23R01,46.32620556,-118.1385583,11,39.184999999999995
10N02E34BBB1 near Fisher,35.45716667,-90.8753611,1,111.88419354838709
10N02E34BBB1 near Fisher,35.45716667,-90.8753611,2,111.62827586206896
10N02E34BBB1 near Fisher,35.45716667,-90.8753611,3,111.51483870967742
10N02E34BBB1 near Fisher,35.45716667,-90.8753611,4,111.34433333333332
10N02E34BBB1 near Fisher,35.45716667,-90.8753611,5,111.24193548387096
10N02E34BBB1 near Fisher,35.45716667,-90.8753611,6,112.23433333333334
10N02E34BBB1 near Fisher,35.45716667,-90.8753611,7,113.17645161290322
10N02E34BBB1 near Fisher,35.45716667,-90.8753611,8,113.75161290322582
10N02E34BBB1 near Fisher,35.45716667,-90.8753611,9,113.60733333333334
10N02E34BBB1 near Fisher,35.45716667,-90.8753611,10,113.38903225806452
10N02E34BBB1 near Fisher,35.45716667,-90.8753611,11,113.1711111111111
110042-- Vocational School 2 Obs,39.45900397,-75.15768338,1,5.800000000000001
110042-- Vocational School 2 Obs,39.45900397,-75.15768338,2,5.516206896551724
110042-- Vocational School 2 Obs,39.45900397,-75.15768338,3,4.630322580645161
110042-- Vocational School 2 Obs,39.45900397,-75.15768338,4,3.8296666666666668
110042-- Vocational School 2 Obs,39.45900397,-75.15768338,5,4.354516129032258
110042-- Vocational School 2 Obs,39.45900397,-75.15768338,6,5.136333333333334
110042-- Vocational School 2 Obs,39.45900397,-75.15768338,7,5.551612903225807
110042-- Vocational School 2 Obs,39.45900397,-75.15768338,8,5.9635483870967745
110042-- Vocational School 2 Obs,39.45900397,-75.15768338,9,6.538
110042-- Vocational School 2 Obs,39.45900397,-75.15768338,10,7.128387096774193
110042-- Vocational School 2 Obs,39.45900397,-75.15768338,11,7.457000000000001
110043-- Vocational School 1 Obs,39.45900397,-75.15768338,1,6.3022580645161295
110043-- Vocational School 1 Obs,39.45900397,-75.15768338,2,5.806206896551724
110043-- Vocational School 1 Obs,39.45900397,-75.15768338,3,4.8509677419354835
110043-- Vocational School 1 Obs,39.45900397,-75.15768338,4,3.747
110043-- Vocational School 1 Obs,39.45900397,-75.15768338,5,4.134838709677419
110043-- Vocational School 1 Obs,39.45900397,-75.15768338,6,4.933333333333334
110043-- Vocational School 1 Obs,39.45900397,-75.15768338,7,5.459032258064516
110043-- Vocational School 1 Obs,39.45900397,-75.15768338,8,5.938064516129033
110043-- Vocational School 1 Obs,39.45900397,-75.15768338,9,6.560666666666666
110043-- Vocational School 1 Obs,39.45900397,-75.15768338,10,7.1812903225806455
110043-- Vocational School 1 Obs,39.45900397,-75.15768338,11,7.545999999999999
110044-- Vocational School 3 Obs,39.45900397,-75.15768338,1,174.31612903225806
110044-- Vocational School 3 Obs,39.45900397,-75.15768338,2,174.17758620689654
110044-- Vocational School 3 Obs,39.45900397,-75.15768338,3,174.00935483870967
110044-- Vocational School 3 Obs,39.45900397,-75.15768338,4,173.852
110044-- Vocational School 3 Obs,39.45900397,-75.15768338,5,174.06193548387097
110044-- Vocational School 3 Obs,39.45900397,-75.15768338,6,174.368
110044-- Vocational School 3 Obs,39.45900397,-75.15768338,7,174.54419354838709
110044-- Vocational School 3 Obs,39.45900397,-75.15768338,8,174.71
110044-- Vocational School 3 Obs,39.45900397,-75.15768338,9,174.9163333333333
110044-- Vocational School 3 Obs,39.45900397,-75.15768338,10,174.96967741935484
110044-- Vocational School 3 Obs,39.45900397,-75.15768338,11,174.935
110096-- Jones Island 2 Obs,39.30817,-75.201854,1,83.04677419354839
110096-- Jones Island 2 Obs,39.30817,-75.201854,2,83.00344827586207
110096-- Jones Island 2 Obs,39.30817,-75.201854,3,82.9416129032258
110096-- Jones Island 2 Obs,39.30817,-75.201854,4,82.77666666666667
110096-- Jones Island 2 Obs,39.30817,-75.201854,5,82.78129032258066
110096-- Jones Island 2 Obs,39.30817,-75.201854,6,83.05133333333333
110096-- Jones Island 2 Obs,39.30817,-75.201854,7,83.08129032258064
110096-- Jones Island 2 Obs,39.30817,-75.201854,8,83.0525806451613
110096-- Jones Island 2 Obs,39.30817,-75.201854,9,83.009
110096-- Jones Island 2 Obs,39.30817,-75.201854,10,83.08645161290322
110096-- Jones Island 2 Obs,39.30817,-75.201854,11,83.22999999999999
110137-- Ragovin 2100 Obs,39.4206712,-74.8710023,1,133.80548387096775
110137-- Ragovin 2100 Obs,39.4206712,-74.8710023,2,133.75655172413792
110137-- Ragovin 2100 Obs,39.4206712,-74.8710023,3,133.65516129032258
110137-- Ragovin 2100 Obs,39.4206712,-74.8710023,4,133.58133333333333
110137-- Ragovin 2100 Obs,39.4206712,-74.8710023,5,133.6867741935484
110137-- Ragovin 2100 Obs,39.4206712,-74.8710023,6,133.937
110137-- Ragovin 2100 Obs,39.4206712,-74.8710023,7,134.03387096774193
110137-- Ragovin 2100 Obs,39.4206712,-74.8710023,8,134.136
110237-- Natural Area 1 Obs,39.48900475,-74.94961658,1,7.6409677419354844
110237-- Natural Area 1 Obs,39.48900475,-74.94961658,2,7.703636363636363
110237-- Natural Area 1 Obs,39.48900475,-74.94961658,4,7.756923076923077
110237-- Natural Area 1 Obs,39.48900475,-74.94961658,5,8.395483870967741
110237-- Natural Area 1 Obs,39.48900475,-74.94961658,6,9.535
110237-- Natural Area 1 Obs,39.48900475,-74.94961658,7,10.050322580645162
110237-- Natural Area 1 Obs,39.48900475,-74.94961658,8,10.459354838709677
110237-- Natural Area 1 Obs,39.48900475,-74.94961658,9,11.177666666666665
110237-- Natural Area 1 Obs,39.48900475,-74.94961658,10,11.54516129032258
110237-- Natural Area 1 Obs,39.48900475,-74.94961658,11,11.58
111N62W32AADD (James Junction well),44.3816512,-98.2962028,1,14.336451612903225
111N62W32AADD (James Junction well),44.3816512,-98.2962028,2,13.107586206896553
111N62W32AADD (James Junction well),44.3816512,-98.2962028,3,12.120645161290323
111N62W32AADD (James Junction well),44.3816512,-98.2962028,4,11.211666666666668
111N62W32AADD (James Junction well),44.3816512,-98.2962028,5,10.400322580645161
111N62W32AADD (James Junction well),44.3816512,-98.2962028,6,10.854666666666667
111N62W32AADD (James Junction well),44.3816512,-98.2962028,7,12.375483870967741
111N62W32AADD (James Junction well),44.3816512,-98.2962028,8,13.682903225806452
111N62W32AADD (James Junction well),44.3816512,-98.2962028,9,13.758333333333333
111N62W32AADD (James Junction well),44.3816512,-98.2962028,10,13.16
117M0022  PRENTISS,34.53120856,-88.35838,1,76.73263157894738
117M0022  PRENTISS,34.53120856,-88.35838,2,76.36666666666667
117M0022  PRENTISS,34.53120856,-88.35838,4,76.21428571428571
117M0022  PRENTISS,34.53120856,-88.35838,5,75.9025806451613
117M0022  PRENTISS,34.53120856,-88.35838,6,75.6296551724138
117M0022  PRENTISS,34.53120856,-88.35838,7,75.67483870967742
117M0022  PRENTISS,34.53120856,-88.35838,8,75.90032258064515
117M0022  PRENTISS,34.53120856,-88.35838,9,76.12105263157895
117M0022  PRENTISS,34.53120856,-88.35838,10,76.4865
117M0022  PRENTISS,34.53120856,-88.35838,11,76.575
11AA01,33.2651142,-84.282146,1,16.671612903225807
11AA01,33.2651142,-84.282146,2,12.655517241379311
11AA01,33.2651142,-84.282146,3,10.643548387096773
11AA01,33.2651142,-84.282146,4,11.845
11AA01,33.2651142,-84.282146,5,13.156774193548388
11AA01,33.2651142,-84.282146,6,14.843
11AA01,33.2651142,-84.282146,7,16.022962962962964
11AA01,33.2651142,-84.282146,8,15.3
11AA01,33.2651142,-84.282146,9,16.496333333333332
11AA01,33.2651142,-84.282146,10,14.68774193548387
11AA01,33.2651142,-84.282146,11,15.828999999999999
11FF04,33.92152656,-84.2776913,1,7.543333333333334
11FF04,33.92152656,-84.2776913,2,7.346666666666668
11FF04,33.92152656,-84.2776913,3,6.979032258064516
11FF04,33.92152656,-84.2776913,4,7.257666666666666
11FF04,33.92152656,-84.2776913,5,7.508709677419355
11FF04,33.92152656,-84.2776913,6,7.892333333333332
11FF04,33.92152656,-84.2776913,7,8.143548387096773
11FF04,33.92152656,-84.2776913,8,8.22
11FF04,33.92152656,-84.2776913,9,8.42357142857143
11J011,31.30073555,-84.3229643,1,45.450322580645164
11J011,31.30073555,-84.3229643,2,44.26965517241379
11J011,31.30073555,-84.3229643,3,42.70612903225806
11J011,31.30073555,-84.3229643,4,41.47566666666667
11J011,31.30073555,-84.3229643,5,40.28
11J011,31.30073555,-84.3229643,6,39.946
11J011,31.30073555,-84.3229643,7,40.74774193548387
11J011,31.30073555,-84.3229643,8,41.43967741935484
11J011,31.30073555,-84.3229643,9,42.410333333333334
11J011,31.30073555,-84.3229643,10,42.04806451612903
11J011,31.30073555,-84.3229643,11,42.293
11J025,31.27983333,-84.2939167,1,45.486451612903224
11J025,31.27983333,-84.2939167,2,44.125517241379306
11J025,31.27983333,-84.2939167,3,42.149677419354845
11J025,31.27983333,-84.2939167,4,39.77866666666667
11J025,31.27983333,-84.2939167,5,37.32032258064516
11J025,31.27983333,-84.2939167,6,37.51266666666667
11J025,31.27983333,-84.2939167,7,38.560322580645156
11J025,31.27983333,-84.2939167,8,40.30903225806451
11J025,31.27983333,-84.2939167,9,42.19133333333333
11J025,31.27983333,-84.2939167,10,41.17645161290323
11J025,31.27983333,-84.2939167,11,40.669
11J030,31.27980556,-84.2939722,1,45.5
11J030,31.27980556,-84.2939722,2,43.61827586206897
11J030,31.27980556,-84.2939722,3,41.40967741935484
11J030,31.27980556,-84.2939722,4,38.283
11J030,31.27980556,-84.2939722,5,36.81677419354838
11J030,31.27980556,-84.2939722,6,37.907000000000004
11J030,31.27980556,-84.2939722,7,40.9241935483871
11J030,31.27980556,-84.2939722,8,41.921290322580646
11J030,31.27980556,-84.2939722,9,43.23166666666667
11J030,31.27980556,-84.2939722,10,40.82967741935484
11J030,31.27980556,-84.2939722,11,41.019999999999996
11K003,31.48730556,-84.2583333,1,29.53290322580645
11K003,31.48730556,-84.2583333,2,25.687241379310347
11K003,31.48730556,-84.2583333,3,22.44709677419355
11K003,31.48730556,-84.2583333,4,21.212333333333333
11K003,31.48730556,-84.2583333,5,21.91516129032258
11K003,31.48730556,-84.2583333,6,23.432666666666666
11K003,31.48730556,-84.2583333,7,25.63967741935484
11K003,31.48730556,-84.2583333,8,29.207419354838713
11K003,31.48730556,-84.2583333,9,28.400666666666666
11K003,31.48730556,-84.2583333,10,23.451290322580647
11K003,31.48730556,-84.2583333,11,24.643
11L002,31.59241825,-84.3421399,1,125.20064516129031
11L002,31.59241825,-84.3421399,2,121.62413793103448
11L002,31.59241825,-84.3421399,3,118.11354838709677
11L002,31.59241825,-84.3421399,4,116.20766666666667
11L002,31.59241825,-84.3421399,5,119.76709677419355
11L002,31.59241825,-84.3421399,6,127.81233333333333
11L002,31.59241825,-84.3421399,7,149.42838709677417
11L002,31.59241825,-84.3421399,8,156.15516129032258
11L002,31.59241825,-84.3421399,9,160.976
11L002,31.59241825,-84.3421399,10,149.24225806451614
11L002,31.59241825,-84.3421399,11,145.459
11N 11W 25CC2 Alda,40.888,-98.5119306,1,21.87290322580645
11N 11W 25CC2 Alda,40.888,-98.5119306,2,21.710689655172413
11N 11W 25CC2 Alda,40.888,-98.5119306,3,21.692903225806454
11N 11W 25CC2 Alda,40.888,-98.5119306,4,21.623
11N 11W 25CC2 Alda,40.888,-98.5119306,5,21.168387096774193
11N 11W 25CC2 Alda,40.888,-98.5119306,6,20.59466666666667
11N 11W 25CC2 Alda,40.888,-98.5119306,7,20.253225806451614
11N 11W 25CC2 Alda,40.888,-98.5119306,8,20.67225806451613
11N 11W 25CC2 Alda,40.888,-98.5119306,9,21.232666666666667
11N 11W 25CC2 Alda,40.888,-98.5119306,10,21.54774193548387
11N 11W 25CC2 Alda,40.888,-98.5119306,11,21.588
11N 12W12BCB 1  CAMERON,40.9420222,-98.6268361,1,33.7358064516129
11N 12W12BCB 1  CAMERON,40.9420222,-98.6268361,2,33.62655172413793
11N 12W12BCB 1  CAMERON,40.9420222,-98.6268361,3,33.51903225806451
11N 12W12BCB 1  CAMERON,40.9420222,-98.6268361,4,33.406666666666666
11N 12W12BCB 1  CAMERON,40.9420222,-98.6268361,5,33.11709677419355
11N 12W12BCB 1  CAMERON,40.9420222,-98.6268361,6,32.745333333333335
11N 12W12BCB 1  CAMERON,40.9420222,-98.6268361,7,32.877419354838715
11N 12W12BCB 1  CAMERON,40.9420222,-98.6268361,8,33.76903225806451
11N 12W12BCB 1  CAMERON,40.9420222,-98.6268361,9,34.14566666666667
11N 12W12BCB 1  CAMERON,40.9420222,-98.6268361,10,34.00225806451613
11N 12W12BCB 1  CAMERON,40.9420222,-98.6268361,11,33.919
11N 13W13CCCD1 Site3-170,40.91723889,-98.7383667,1,130.41709677419354
11N 13W13CCCD1 Site3-170,40.91723889,-98.7383667,2,130.27310344827586
11N 13W13CCCD1 Site3-170,40.91723889,-98.7383667,3,130.12709677419355
11N 13W13CCCD1 Site3-170,40.91723889,-98.7383667,4,129.98366666666666
11N 13W13CCCD1 Site3-170,40.91723889,-98.7383667,5,129.83935483870968
11N 13W13CCCD1 Site3-170,40.91723889,-98.7383667,6,129.85733333333332
11N 13W13CCCD1 Site3-170,40.91723889,-98.7383667,7,130.13620689655173
11N 13W13CCCD1 Site3-170,40.91723889,-98.7383667,8,131.95000000000002
11N 13W13CCCD1 Site3-170,40.91723889,-98.7383667,9,131.97291666666666
11N 13W13CCCD1 Site3-170,40.91723889,-98.7383667,10,131.61666666666667
11N 13W13CCCD2-Site3-193,40.91741667,-98.7383889,10,131.3190476190476
11N 13W13CCCD2-Site3-193,40.91741667,-98.7383889,11,131.176
11N 13W24ACCD1 Site4-95,40.90966944,-98.7239056,1,71.06870967741936
11N 13W24ACCD1 Site4-95,40.90966944,-98.7239056,2,70.95344827586207
11N 13W24ACCD1 Site4-95,40.90966944,-98.7239056,3,70.85032258064517
11N 13W24ACCD1 Site4-95,40.90966944,-98.7239056,4,70.75433333333334
11N 13W24ACCD1 Site4-95,40.90966944,-98.7239056,5,70.61903225806452
11N 13W24ACCD1 Site4-95,40.90966944,-98.7239056,6,70.527
11N 13W24ACCD1 Site4-95,40.90966944,-98.7239056,7,70.90032258064515
11N 13W24ACCD1 Site4-95,40.90966944,-98.7239056,8,71.91290322580646
11N 13W24ACCD1 Site4-95,40.90966944,-98.7239056,9,72.15066666666667
11N 13W24ACCD1 Site4-95,40.90966944,-98.7239056,10,72.04677419354839
11N 13W24ACCD1 Site4-95,40.90966944,-98.7239056,11,71.96799999999999
11N 22W 4BBBB1 Site8-59,40.96061389,-99.8456833,1,35.11354838709677
11N 22W 4BBBB1 Site8-59,40.96061389,-99.8456833,2,34.64758620689655
11N 22W 4BBBB1 Site8-59,40.96061389,-99.8456833,3,34.85870967741935
11N 22W 4BBBB1 Site8-59,40.96061389,-99.8456833,4,35.317
11N 22W 4BBBB1 Site8-59,40.96061389,-99.8456833,5,35.35354838709677
11N 22W 4BBBB1 Site8-59,40.96061389,-99.8456833,6,35.66833333333333
11N 22W 4BBBB1 Site8-59,40.96061389,-99.8456833,7,35.836129032258064
11N 22W 4BBBB1 Site8-59,40.96061389,-99.8456833,8,36.259354838709676
11N 22W 4BBBB1 Site8-59,40.96061389,-99.8456833,9,36.44433333333333
11N 22W 4BBBB1 Site8-59,40.96061389,-99.8456833,10,36.39290322580646
11N 22W 4BBBB1 Site8-59,40.96061389,-99.8456833,11,36.138
11N 25W24BCB 1  GOTHENBURG,40.91220556,-100.1284722,1,4.815161290322581
11N 25W24BCB 1  GOTHENBURG,40.91220556,-100.1284722,2,4.022413793103448
11N 25W24BCB 1  GOTHENBURG,40.91220556,-100.1284722,3,4.4067741935483875
11N 25W24BCB 1  GOTHENBURG,40.91220556,-100.1284722,4,4.290333333333334
11N 25W24BCB 1  GOTHENBURG,40.91220556,-100.1284722,5,3.6451612903225805
11N 25W24BCB 1  GOTHENBURG,40.91220556,-100.1284722,6,4.308333333333334
11N 25W24BCB 1  GOTHENBURG,40.91220556,-100.1284722,7,4.252580645161291
11N 25W24BCB 1  GOTHENBURG,40.91220556,-100.1284722,8,4.837741935483871
11N 25W24BCB 1  GOTHENBURG,40.91220556,-100.1284722,9,5.334666666666666
11N 25W24BCB 1  GOTHENBURG,40.91220556,-100.1284722,10,5.679032258064517
11N 25W24BCB 1  GOTHENBURG,40.91220556,-100.1284722,11,5.37
11N 8W31CCCA1 Grand Island,40.87411667,-98.2821917,1,7.550000000000001
11N 8W31CCCA1 Grand Island,40.87411667,-98.2821917,2,7.582758620689655
11N 8W31CCCA1 Grand Island,40.87411667,-98.2821917,3,7.893225806451613
11N 8W31CCCA1 Grand Island,40.87411667,-98.2821917,4,7.951333333333333
11N 8W31CCCA1 Grand Island,40.87411667,-98.2821917,5,7.913548387096774
11N 8W31CCCA1 Grand Island,40.87411667,-98.2821917,6,7.831
11N 8W31CCCA1 Grand Island,40.87411667,-98.2821917,7,7.989354838709678
11N 8W31CCCA1 Grand Island,40.87411667,-98.2821917,8,8.504193548387097
11N 8W31CCCA1 Grand Island,40.87411667,-98.2821917,9,8.662
11N 8W31CCCA1 Grand Island,40.87411667,-98.2821917,10,8.520967741935483
11N 8W31CCCA1 Grand Island,40.87411667,-98.2821917,11,8.448
11N.03E.07.141 HUNTERS RIDGE NO. 1,35.20005278,-106.6690056,1,163.66
11N.03E.07.141 HUNTERS RIDGE NO. 1,35.20005278,-106.6690056,2,163.21965517241378
11N.03E.07.141 HUNTERS RIDGE NO. 1,35.20005278,-106.6690056,3,163.2767741935484
11N.03E.07.141 HUNTERS RIDGE NO. 1,35.20005278,-106.6690056,4,164.20733333333334
11N.03E.07.141 HUNTERS RIDGE NO. 1,35.20005278,-106.6690056,5,164.99451612903226
11N.03E.07.141 HUNTERS RIDGE NO. 1,35.20005278,-106.6690056,6,166.094
11N.03E.07.141 HUNTERS RIDGE NO. 1,35.20005278,-106.6690056,7,167.73516129032257
11N.03E.07.141 HUNTERS RIDGE NO. 1,35.20005278,-106.6690056,8,169.00645161290322
11N.03E.07.141 HUNTERS RIDGE NO. 1,35.20005278,-106.6690056,9,169.462
11N.03E.07.141 HUNTERS RIDGE NO. 1,35.20005278,-106.6690056,10,169.66
11N.03E.07.141A HUNTERS RIDGE NO. 1,35.20005278,-106.6690056,1,160.5390322580645
11N.03E.07.141A HUNTERS RIDGE NO. 1,35.20005278,-106.6690056,2,160.13827586206898
11N.03E.07.141A HUNTERS RIDGE NO. 1,35.20005278,-106.6690056,3,160.20290322580644
11N.03E.07.141A HUNTERS RIDGE NO. 1,35.20005278,-106.6690056,4,160.9993333333333
11N.03E.07.141A HUNTERS RIDGE NO. 1,35.20005278,-106.6690056,5,161.54903225806453
11N.03E.07.141A HUNTERS RIDGE NO. 1,35.20005278,-106.6690056,6,162.576
11N.03E.07.141A HUNTERS RIDGE NO. 1,35.20005278,-106.6690056,7,164.1590322580645
11N.03E.07.141A HUNTERS RIDGE NO. 1,35.20005278,-106.6690056,8,165.1816129032258
11N.03E.07.141A HUNTERS RIDGE NO. 1,35.20005278,-106.6690056,9,165.50799999999998
11N.03E.07.141A HUNTERS RIDGE NO. 1,35.20005278,-106.6690056,10,165.66
11N.03E.07.141B HUNTERS RIDGE NO. 1,35.20005278,-106.6690056,1,146.57806451612905
11N.03E.07.141B HUNTERS RIDGE NO. 1,35.20005278,-106.6690056,2,146.38172413793103
11N.03E.07.141B HUNTERS RIDGE NO. 1,35.20005278,-106.6690056,3,146.2409677419355
11N.03E.07.141B HUNTERS RIDGE NO. 1,35.20005278,-106.6690056,4,146.20333333333335
11N.03E.07.141B HUNTERS RIDGE NO. 1,35.20005278,-106.6690056,5,146.27161290322582
11N.03E.07.141B HUNTERS RIDGE NO. 1,35.20005278,-106.6690056,6,146.42833333333334
11N.03E.07.141B HUNTERS RIDGE NO. 1,35.20005278,-106.6690056,7,146.6341935483871
11N.03E.07.141B HUNTERS RIDGE NO. 1,35.20005278,-106.6690056,8,146.92741935483872
11N.03E.07.141B HUNTERS RIDGE NO. 1,35.20005278,-106.6690056,9,147.3383333333333
11N.03E.07.141B HUNTERS RIDGE NO. 1,35.20005278,-106.6690056,10,147.46
11N.03E.07.141C HUNTERS RIDGE NO. 2,35.20005278,-106.6690056,1,154.34129032258065
11N.03E.07.141C HUNTERS RIDGE NO. 2,35.20005278,-106.6690056,2,154.00827586206896
11N.03E.07.141C HUNTERS RIDGE NO. 2,35.20005278,-106.6690056,3,154.0383870967742
11N.03E.07.141C HUNTERS RIDGE NO. 2,35.20005278,-106.6690056,4,154.38333333333333
11N.03E.07.141C HUNTERS RIDGE NO. 2,35.20005278,-106.6690056,5,154.73806451612904
11N.03E.07.141C HUNTERS RIDGE NO. 2,35.20005278,-106.6690056,6,155.22533333333334
11N.03E.07.141C HUNTERS RIDGE NO. 2,35.20005278,-106.6690056,7,155.94806451612905
11N.03E.07.141C HUNTERS RIDGE NO. 2,35.20005278,-106.6690056,8,156.55548387096775
11N.03E.07.141C HUNTERS RIDGE NO. 2,35.20005278,-106.6690056,9,157.022
11N.03E.07.141C HUNTERS RIDGE NO. 2,35.20005278,-106.6690056,10,157.1675
11N.03E.07.141D HUNTERS RIDGE NO. 2,35.20005278,-106.6690056,1,151.0816129032258
11N.03E.07.141D HUNTERS RIDGE NO. 2,35.20005278,-106.6690056,2,150.83137931034483
11N.03E.07.141D HUNTERS RIDGE NO. 2,35.20005278,-106.6690056,3,150.7248387096774
11N.03E.07.141D HUNTERS RIDGE NO. 2,35.20005278,-106.6690056,4,150.83566666666667
11N.03E.07.141D HUNTERS RIDGE NO. 2,35.20005278,-106.6690056,5,150.98129032258063
11N.03E.07.141D HUNTERS RIDGE NO. 2,35.20005278,-106.6690056,6,151.268
11N.03E.07.141D HUNTERS RIDGE NO. 2,35.20005278,-106.6690056,7,151.66129032258064
11N.03E.07.141D HUNTERS RIDGE NO. 2,35.20005278,-106.6690056,8,152.07193548387096
11N.03E.07.141D HUNTERS RIDGE NO. 2,35.20005278,-106.6690056,9,152.392
11N.03E.07.141D HUNTERS RIDGE NO. 2,35.20005278,-106.6690056,10,152.58249999999998
11N.03E.07.141E HUNTERS RIDGE NO. 2,35.20005278,-106.6690056,1,149.99923076923076
11N.03E.07.141E HUNTERS RIDGE NO. 2,35.20005278,-106.6690056,2,149.7644827586207
11N.03E.07.141E HUNTERS RIDGE NO. 2,35.20005278,-106.6690056,3,149.63838709677418
11N.03E.07.141E HUNTERS RIDGE NO. 2,35.20005278,-106.6690056,4,149.70066666666665
11N.03E.07.141E HUNTERS RIDGE NO. 2,35.20005278,-106.6690056,5,149.82290322580647
11N.03E.07.141E HUNTERS RIDGE NO. 2,35.20005278,-106.6690056,6,150.05366666666666
11N.03E.07.141E HUNTERS RIDGE NO. 2,35.20005278,-106.6690056,7,150.37935483870967
11N.03E.07.141E HUNTERS RIDGE NO. 2,35.20005278,-106.6690056,8,150.76483870967743
11N.03E.07.141E HUNTERS RIDGE NO. 2,35.20005278,-106.6690056,9,151.09233333333336
11N.03E.07.141E HUNTERS RIDGE NO. 2,35.20005278,-106.6690056,10,151.2425
11N.03E.25.322 SISTER CITIES 1,35.15256667,-106.5794917,1,319.50354838709677
11N.03E.25.322 SISTER CITIES 1,35.15256667,-106.5794917,2,319.0986206896552
11N.03E.25.322 SISTER CITIES 1,35.15256667,-106.5794917,3,319.3235483870968
11N.03E.25.322 SISTER CITIES 1,35.15256667,-106.5794917,4,319.608
11N.03E.25.322 SISTER CITIES 1,35.15256667,-106.5794917,5,319.8825806451613
11N.03E.25.322 SISTER CITIES 1,35.15256667,-106.5794917,6,320.559
11N.03E.25.322 SISTER CITIES 1,35.15256667,-106.5794917,7,323.7141935483871
11N.03E.25.322 SISTER CITIES 1,35.15256667,-106.5794917,8,326.24645161290323
11N.03E.25.322 SISTER CITIES 1,35.15256667,-106.5794917,9,326.256
11N.03E.25.322A SISTER CITIES 2,35.15256667,-106.5794917,1,327.07709677419354
11N.03E.25.322A SISTER CITIES 2,35.15256667,-106.5794917,2,326.27724137931034
11N.03E.25.322A SISTER CITIES 2,35.15256667,-106.5794917,3,325.97999999999996
11N.03E.25.322A SISTER CITIES 2,35.15256667,-106.5794917,4,326.63666666666666
11N.03E.25.322A SISTER CITIES 2,35.15256667,-106.5794917,5,325.70806451612907
11N.03E.25.322A SISTER CITIES 2,35.15256667,-106.5794917,6,325.6983333333334
11N.03E.25.322A SISTER CITIES 2,35.15256667,-106.5794917,7,329.9590322580645
11N.03E.25.322A SISTER CITIES 2,35.15256667,-106.5794917,8,331.648064516129
11N.03E.25.322A SISTER CITIES 2,35.15256667,-106.5794917,9,331.726
11N.03E.26.243 SIERRA VISTA,35.15273889,-106.6965194,1,176.53516129032258
11N.03E.26.243 SIERRA VISTA,35.15273889,-106.6965194,2,176.40689655172415
11N.03E.26.243 SIERRA VISTA,35.15273889,-106.6965194,3,176.31129032258065
11N.03E.26.243 SIERRA VISTA,35.15273889,-106.6965194,4,176.20899999999997
11N.03E.26.243 SIERRA VISTA,35.15273889,-106.6965194,5,176.1074193548387
11N.03E.26.243 SIERRA VISTA,35.15273889,-106.6965194,6,176.05566666666667
11N.03E.26.243 SIERRA VISTA,35.15273889,-106.6965194,7,176.05774193548388
11N.03E.26.243 SIERRA VISTA,35.15273889,-106.6965194,8,176.22290322580645
11N.03E.26.243 SIERRA VISTA,35.15273889,-106.6965194,9,176.46066666666667
11N.03E.26.243 SIERRA VISTA,35.15273889,-106.6965194,10,176.5475
11N.03E.26.243A SIERRA VISTA,35.15273889,-106.6965194,1,154.74161290322579
11N.03E.26.243A SIERRA VISTA,35.15273889,-106.6965194,2,154.52344827586208
11N.03E.26.243A SIERRA VISTA,35.15273889,-106.6965194,3,154.40870967741935
11N.03E.26.243A SIERRA VISTA,35.15273889,-106.6965194,4,154.51133333333334
11N.03E.26.243A SIERRA VISTA,35.15273889,-106.6965194,5,154.27806451612904
