"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10"
"1",0.0525574537019535,0.043264297300935,0.0593068044901502,0.0240388390737753,0.0116798926647416,-0.0038596256827407,0.00187514056839419,-0.0564925173071612,0.101300582063,-0.0151191917662471
"2",0.0525625680750461,0.0429308833007878,0.0592431649125328,0.024642699718264,0.0121074294138343,-0.00311668265637995,0.0018367102345899,-0.0566428097269144,0.101631526414999,-0.0149285442094539
"3",0.0525363671984469,0.0426906215745823,0.0595051045311606,0.0251407702511424,0.0121562422723449,-0.0035878443089811,7.06429915894422e-05,-0.0556135990209828,0.102063995261976,-0.0145563283745591
"4",0.0526218683117237,0.0412673324430699,0.058907052060539,0.0250131955917158,0.011290730450019,-0.00620744717905027,-0.00291960950500254,-0.0552218977393413,0.0961925798456762,-0.0151565068894453
"5",0.0525975562982906,0.0407477292988316,0.0584106504372247,0.025265623495993,0.0119464946731528,-0.00572434058582842,-0.00406817175594634,-0.0550534950398992,0.0964678992553877,-0.0142984717178053
"6",0.0526047341104041,0.0412220442204141,0.0589663120780538,0.0247750646594026,0.0117608895845301,-0.00794064181891467,-0.00442136474869292,-0.0571646976033789,0.0981164480013056,-0.0156332429949543
"7",0.0526151091030691,0.0428591527909312,0.0558604835031506,0.0233926292063601,0.0103515338541581,-0.0102490936443629,-0.00255366774938371,-0.0609951337978585,0.102325430592178,-0.0154886861798338
"8",0.0526190885256572,0.0429132146680838,0.0561091116338158,0.0225712237049349,0.00959691515721239,-0.00996161704067464,-0.000919372411276717,-0.0629252428405323,0.0999218411428997,-0.0211212760203022
"9",0.0526405592797788,0.0443061281769204,0.0523588741261422,0.0212011136681972,0.00731422446020069,-0.0162537399630882,0.000674185962803879,-0.06625121522512,0.103238089059551,-0.0249327897095874
"10",0.0526336481606868,0.0441345272730159,0.0515508521236722,0.0209448364566695,0.00795496603066113,-0.0151293270595532,0.00148413304612762,-0.0652245327762482,0.102086009018348,-0.0243360075152576
"11",0.052636137362066,0.0442528239165529,0.0503660768852655,0.0202183975866306,0.007475571323932,-0.0149105141435886,0.000684252977682726,-0.0705016408966214,0.102503757664249,-0.0258422774877854
"12",0.052672925962535,0.0443792910680299,0.0505847032428009,0.0199329494384111,0.00781189324965215,-0.0170947080553214,0.00204872130644851,-0.0683202931041674,0.10318428331045,-0.024199766177241
"13",0.0526632081307221,0.047043212106609,0.0477105828796502,0.015332078651454,0.00664029991243261,-0.0197552357122707,-0.00192609629758721,-0.0785340305837512,0.107049737092762,-0.0169858208741555
"14",0.0526407470788116,0.0470412939690669,0.0474708603453272,0.0150223309865338,0.00670744004321524,-0.0198887461685293,-0.00303356786596748,-0.0801894994788485,0.106273030324501,-0.0185845492991906
"15",0.0526072367267866,0.0469515377887456,0.0475592066896846,0.0150481847370902,0.00705551613046444,-0.0174397562719248,-0.00345807093736794,-0.0768480274410479,0.104494689093518,-0.0156887342393815
"16",0.0526365920170357,0.0469913169197697,0.0466967224645893,0.0144929729569931,0.00696321146831875,-0.0221798061284928,-0.00164521110222104,-0.0773384702646224,0.106128459179278,-0.0196959899971871
"17",0.052678006397768,0.0470065144919379,0.0463275226042277,0.0144930994658414,0.0068358768143224,-0.0206506415449277,-0.000630408033579624,-0.0793751595281547,0.105306023920115,-0.016014648234927
"18",0.052655565783415,0.0465828329142718,0.0436683409528621,0.016269357675608,0.00803047510661089,-0.0229681071555845,0.00825774658684543,-0.0839882261622558,0.104720924580658,-0.0122955990529443
"19",0.0527983971687556,0.0450208552989432,0.0404303271474988,0.0141899939736706,0.00621907741047008,-0.0251633779322197,0.00677553413854103,-0.06761489554211,0.0701494483395675,-0.00232811825821756
"20",0.0527512381391286,0.0448387751474638,0.0398769361420799,0.0139649199580982,0.00665188207492801,-0.0219357547684901,0.00599106601478952,-0.0665644133627801,0.0673358817262484,-0.000360108674839404
"21",0.0527848821694743,0.0449284839569983,0.0397517157088141,0.0146565078401275,0.00681146586228086,-0.025501821868769,0.0082698241397586,-0.0685099120282355,0.0729615326539078,-0.00427065619440716
"22",0.0527785427076477,0.0454028015735339,0.0380043012139779,0.013733080565508,0.0082388156261681,-0.0297807086520558,0.00601349644804428,-0.0637551624067087,0.0741618099865105,-0.00142506855484948
"23",0.0527515076892812,0.0451022283348939,0.0397877977908478,0.0147642726881187,0.00866811155916538,-0.0277334768329096,0.00477900546503752,-0.0609334893397794,0.0724795488301726,-0.000941271883824474
"24",0.05273149537639,0.0459915693086732,0.0427281763205528,0.0125671750886634,0.00779087108932467,-0.0268471794635315,-0.00525806349030011,-0.0555269169319626,0.0750441781892534,-0.00491212938000226
"25",0.0527137892833482,0.0458265142345408,0.0429682281039962,0.0117288731750207,0.0075762647204151,-0.0244873079902473,-0.00828854884849855,-0.0532172260638406,0.0722119676191137,-0.00294017484941199
"26",0.052749373518977,0.0465356814872291,0.04277515719035,0.0107527311007997,0.00694011715947611,-0.0300918737125976,-0.00758976509370528,-0.0548917258535822,0.0768245478472826,-0.00485695667753715
"27",0.0527617260428602,0.0463007284025528,0.0424432318115039,0.0106358984972547,0.00711680587815408,-0.0298544518843684,-0.00707145841659864,-0.0570615224185147,0.0775451980553065,-0.00402664857230866
"28",0.0527447380585259,0.0464813521528035,0.0415841122787564,0.0106408127474446,0.0066029764324808,-0.030570224118963,-0.00618442776335495,-0.0558790152237085,0.0755012493854529,-0.00634374038577439
