"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","lat","lon"
-9.92557149550841,-0.00589021184980913,-0.0422596421086347,0.106876585454873,-0.0433780709791237,0.0361882962821971,0.0108225790396089,0.0306696884837854,-0.0301897550095584,0.0419707782123694,41.30890556,-72.5480694
-8.8327765108992,0.179281216307962,-0.0873069782815987,0.0210095596504992,-0.041925428423981,0.0205341366238708,0.013514618770547,-0.00811944785621536,0.00643837986876285,0.023815823302463,41.47270556,-72.6839083
-10.2205142155149,0.134203399595037,-0.113903983772106,0.0312782656824601,-0.0417154510531295,0.00148328899432684,0.0168727563109041,-0.00183310176060872,0.00788617818472123,0.0176062269664818,41.7950222,-72.2286361
-8.09152211845219,-0.0701322775983521,0.0250265499088464,0.111185050674971,-0.00199957964764272,0.0390376069490441,0.00953670162386529,0.0488971205553465,-0.021591884360903,0.0349650199068967,41.48787368,-73.2042801
-8.67316600563221,0.0201729911313676,-0.00712975957579229,0.0949234731048836,0.0149877359896822,-0.0112111986386668,0.0276813391727508,0.0482095686668655,0.00655847465218564,0.0397374013711405,41.99904167,-73.40386389
-7.14630337757831,0.142314306425587,0.319544788019487,-0.10617520843732,0.00568314055003106,-0.0680538798435961,-0.0421721295105565,0.098836187040354,0.0795938084426618,-0.0695192939659734,41.2622222,-111.7702778
0.613669490949448,0.473321374874547,-0.0936782014540809,-0.123425859766581,0.0765889286133528,0.0354563706337021,-0.0220636213930735,-0.0286992768669991,0.0392806851675189,0.0688844688675315,41.63457199,-111.8236367
-8.25998361488108,0.00535470012330431,-0.18661514677216,-0.0602830803771445,0.0135141716668976,0.33191654678393,-0.0192839470965901,0.243580994035823,-0.164870508216018,0.0997584198825857,41.22272245,-112.0038308
-7.35061715935268,0.0280863757829494,0.0558223560752909,0.0485380498034699,0.00574100080964629,-0.00523330840705584,0.0307550958728291,0.0246606475945871,0.0229495047621323,-0.00887187775364513,41.22994457,-112.0274419
-6.70779828977083,0.343955417318657,-0.0816850343945872,-0.0740699263738907,-0.0316419418636334,0.0287410219622984,-0.0110789555785005,-0.0165526991219679,0.0220935709919352,0.0290289786886422,41.70992838,-112.1707858
-6.07435228111471,0.275310121886893,-0.00186853302161429,-0.0323604575814474,-0.0037267565916311,0.0243472272245678,-0.0102647753937017,0.00379648607662295,0.0256755580645183,0.0277344687559709,41.73631168,-112.9110939
20.6766936203765,-0.375901774649591,-0.372918508165398,0.291483699885235,0.551842454210868,0.0275018769926466,0.170852149232488,-0.0524458526100429,0.0247003540197802,0.173959926803644,41.96010556,-112.8634444
-10.2600000051873,0.343780113799116,-0.0703301028015006,-0.128574732902295,-0.108560512268369,0.0792673789902195,0.0123503774851062,0.000766403050894633,0.0119830056914596,0.0132600986829984,40.73411286,-111.9396597
0.385197115527105,0.264025782239402,-0.0698648934013171,-0.0320952727363843,0.0926517758536538,0.044033800171024,-0.00618632139033832,-0.0140412908496932,0.0206261953424673,0.0751046373032341,40.65439144,-111.9671599
-10.3509935783639,0.645172531732368,0.308387863727503,-0.0384370013952753,0.017656176739555,-0.0579327102402097,0.0655518905404063,0.120497547637656,0.149186720697089,-0.086473518331785,40.5963583,-111.913861
-10.3196427428618,0.668545294942356,0.332842592819175,-0.0387142465230318,0.0245906207897703,-0.063508784037195,0.0703294149645318,0.128986049784542,0.158271268227251,-0.0931280780804589,40.59575278,-111.9144333
-4.14528102140453,0.305329848249289,-0.0994452722178966,-0.0737419637116399,0.0218818614155356,0.0277671236971207,-0.00150579124057622,-0.015651992188041,0.0164130965679651,0.0380984132678374,40.6708333,-112.2619444
-8.9852170723943,0.00917561716877024,-0.0307828269308991,0.0704277720613431,0.00226722858050595,0.00891135923553872,0.0392144701137447,0.0150571376583713,0.00792792727551619,-0.000510111641491284,40.60666667,-112.2972222
5.35152460233806,0.115172577486146,0.0213105800706193,-0.00879814973385463,0.173292755198466,0.0298255779983318,-0.00788518818299397,0.0272133356864536,0.0184412833289903,0.0562813542438605,40.5941091,-112.4755103
-10.3445524169419,0.649087818803325,0.307849120790925,-0.0438763355715844,0.0158807967174664,-0.0573246551065054,0.0643157831426582,0.127140301462056,0.151866257482122,-0.0876017816337886,40.5938111,-111.9128194
-10.3441491724167,0.649345723864086,0.30828798649351,-0.043721209564338,0.0160440264825141,-0.057150450057837,0.0645690357327408,0.127721226288284,0.151244896234065,-0.0877253096015778,40.5933861,-111.913986
-10.2475206344924,0.721174357413807,0.382980311913528,-0.0449109769713614,0.0367760430158826,-0.0732507984898813,0.078914063725115,0.154634861446452,0.179595135581215,-0.108322049469485,40.5946611,-111.913811
-10.3110085013252,0.67488910360336,0.340248720863261,-0.0377477094197911,0.0266645825704787,-0.0640064174925963,0.072028226230138,0.131693060745853,0.159649003943256,-0.0950353298739079,40.59408056,-111.9147778
